Title,Tone
"ASN yang pindah ke IKN dapat tunjangan pioneer, inilah rinciannya .",Positive
Indonesia Mampu Wujudkan Perubahan Lewat Pemindahan Ibu Kota Negara - INTIPNEWS,Positive
Kebijakan Insentif Kendaraan Listrik yang Tidak Tepat Sasaran,Positive
Sinar Mas Land Rilis Cluster de Silva Hunian Berkonsep Hybrid-Living di Cikarang,Neutral
Pembangunan Infrastruktur Gas Bumi PGN Diarahkan Untuk Memperkuat Utilisasi Gas Domestik,Positive
"Duh! Tahap Awal, Tak Semua PNS Kebagian Rumah di IKN",Negative
"Kajian Potensi Bencana Di Ikn, Bnpb Sebut Ikn Kaltim Berpotensi Gempa",Negative
"Viral Video Rocky Gerung Hina Jokowi, Gibran: Biar Warga yang Menilai",Negative
"Ini Dia, 45 Pati Polri Dipromosikan Naik Pangkat Satu Polwan",Neutral
Youtuber Edy Mulyadi bakal penuhi panggilan kedua dari penyidik Bareskrim Polri untuk diperiksa sebagai saksi ujaran kebencian ~ D News Radio,Negative
"Debat Cawapres, Gibran: Banyak yang gagal paham soal pendanaan IKN",Negative
Wamen ATR/BPN Sebut Sulawesi Selatan Posisi Starategis Titik Pertumbuhan Baru,Positive
PJ Gubernur Sulawesi Barat dan Wali Kota Balikpapan Laporkan Persiapan Festival Sandeq dan Haornas 2022,Negative
Tingkatkan Likuiditas Saham - Superkrane Mitra Utama Stock Split Saham 1:5,Positive
Kawasan Persemaian IKN Dapat Aliran Listrik 555 kVA MEDIA KALTIM,Neutral
"Berita unggulan terkini, puluhan hiu migrasi ke perairan Kaimana Papua hingga pasutri di Aceh paksa anak mengemis untuk beli narkoba",Negative
"Bisnis Beton Pracetak, PT PP Sinergi dengan 5 BUMN",Positive
Empat Perusahaan IT AS Bantu Pembangunan Kota Cerdas di IKN,Positive
UMKM Lokal Danis Kitchen Rempah dan Rimpang Balikpapan Semakin Terkenal,Positive
The Dynamics of Presidential Elections Are Still Lacking from the Battle of Ideas,Negative
"Magnet Indonesia di Mata Perupa, Sebuah Inisiatif Relawan ProgramMuda Ganjar-Mahfud untuk Seni Rupa dan Kreativitas Indonesia",Positive
Ini 8 Tuntutan Mahasiswa dalam Unjuk Rasa di DPRD Sumatra Barat - Bicara Network,Negative
Jokowi Pasang Bilah Pertama Garuda di Kantor Presiden IKN Nusantara,Neutral
"Kabar Baik, Korsel Bantu Pembangunan Infrastruktur Canggih Ramah Lingkungan di Ibu Kota Negara Baru",Positive
Kapolri: Sistem keamanan IKN baru,Neutral
Si Pemain Sirkus,Neutral
TNI AL Terus Bangun Kekuatan Infrastruktur Dan Sistem Komunikasi Informasi,Positive
"Tour de Borneo, Eksplorasi di Tanah Borneo Berlanjut Menuju Kalimantan Tengah",Positive
Syahrul Yasin Limpo Dorong Mahasiswa Perkuat Pertanian Indonesia,Positive
Presiden: Pembangunan IKN Harus Terus Dijaga Agar Berlanjut - Herald Jawa Tengah,Neutral
"Bamsoet: Siapapun Pengganti Presiden Jokowi, Pembangunan IKN Harus Lanjut",Neutral
Anggota DPR tak setuju menteri rangkap jabatan sebagai Kepala IKN,Negative
"Dukung Insinyur Indonesia Bangun IKN Nusantara, DPR: Sekaligus Percepat Proses Transisi Energi Nasional",Positive
Gubernur Kalimantan Tengah nilai DAS Barito berpotensi menjadi provinsi baru,Neutral
"Kemarin, Logo IKN hingga mutasi Direktur Penyelidikan KPK",Negative
"Bertemu Ketua DPR Korsel, Puan Sampaikan Duka Atas Tragedi Itaweon",Negative
"Mempeirngati Hari Sumpah Pemuda ke-94, Kabupaten PPU Melaksakan Apel Secara Sederhana",Positive
Presiden Joko Widodo Groundbreaking BRI International Microfinance Center Seluas 13 Ribu Meter Persegi di Ibu Kota Nusantara - Beritamusi,Positive
"Anggaran Ibu Kota Baru Jumbo Banget, Dari Mana Sumbernya?",Neutral
"Pj Bupati, TPI di PPU Harus Modern",Neutral
Hasto Ingatkan tentang Konsep Berdikari Bung Karno,Neutral
Anies Baswedan Heran Kerap Ditanya Soal IKN: Kok Saya Tidak Ditanyain Soal Ini?,Negative
"ASN Dimutasi ke IKN Tahun 2024, Berikut Ini Jumlahnya",Negative
"Edy Mulyadi: Minta Maaf Sedalam-dalamnya, Tapi Saya Tetap Menolak IKN!",Negative
"5 Peristiwa Aparatur Negara Diduga Tidak Netral Versi Temuan Komnas HAM, Simak!",Negative
"Dari Yogya ke Teuku Umar, Tapi Lupa Jasa Habib Rizieq, Prabowo Dituding Lagi 'Main Dua Kaki'",Negative
"Tuai Kecaman, Otorita IKN Beri Penjelasan Soal Ultimatum 200 Warga Kalimantan Timur Untuk Robohkan Rumah",Negative
Konsumsi Rumah Tangga Dorong Kinerja APBN,Positive
Ada MoU antara Citaglobal Berhad dan Indonesia Battery Corporation Ditandatangani Saat Kunjungan PM Malaysia Anwar Ibrahim - Berita energi & Minerba Hari Ini,Neutral
"Negara Terbebani Utang Rp6. 700 Triliun, PKS: Sekarang Bukan Waktu Yang Tepat Pindah Ibu Kota",Negative
Wali Kota : Bersedekah Tidak Membuat Hidup Menjadi Miskin,Negative
Jenderal Dudung: Akan Dibangun Kodam Khusus di IKN,Neutral
"Di Depan Investor Singapura, Jokowi Tawarkan 300 Paket Investasi IKN Senilai Rp 38 T",Positive
West Kutai Regent FX Yapan instructs to prioritize Local MSMEs as the exhibitors at Dahau Festival,Positive
"Tunggu Tahun Depan, IKN Nusantara Punya Bandara VVIP",Neutral
Pindahnya Ibu Kota Negara diyakini Akan Memberikan dampak Baik Untuk Kalimantan,Positive
Pemilihan Duta Wisata Manuntung Balikpapan 2023,Neutral
Pemprov Kalimantan Tengah petakan pengembangan SDM hadapi persaingan global,Neutral
BNI Dukung Promosi IKN di Singapura,Positive
Ini Catatan Darmizal dari Pidato Jokowi pada Nusantara Bersatu Hari Ini,Positive
DPRD Kalimantan Timur Dorong Hotel Royal Suite Sumbang PAD,Positive
Sultan: Wacana Penundaan Pemilu Berpotensi Pengaruhi Investor IKN,Negative
Ekonom Faisal Basri Hingga eks Pimpinan KPK Ramai-ramai Buat Petisi Tolak Pemindahan IKN,Negative
Duet Jokowi-Luhut Mulai Membahayakan Indonesia,Negative
"Ibukota Pindah, Senator Ingatkan Aset Negara di Jakarta Jangan Dikuasai Asing - Harnasnews.com",Positive
Kemendikbudristek membuka audisi Gita Bahana Nusantara mulai Maret 2024,Neutral
"Sindir Capres-Cawapres yang Tolak IKN, Bahlil: Ini Adalah Pikiran Sesat",Negative
"Dokter di Kalimantan Timur Masih Kurang, Rumah Sakit Makin Banyak",Negative
Partai Ummat dan KSPSI Serukan Pembatalan Kenaikan BBM,Negative
Taliban kutuk keras serangan bom di sebuah masjid di Kabul Afghanistan,Negative
Terbaru! Oikn Pastikan Pemilu 2024 Tidak Menghambat Pembangunan Ikn,Positive
"Bertemu Puteri Indonesia 2023, Jokowi Minta Promosikan Destinasi Wisata",Positive
"Digelar Di Kabupaten Tanah Bumbu, Tuan Rumah FKPPD Se Kalimantan Selatan",Neutral
"Projo Sulawesi Selatan Dukung Pasangan Prabowo dan Airlangga di Pilpres 2024, Begini Kata Pengamat",Positive
Jokoi Pastikan Semua Pekerja di IKN Terjamin BPJS Ketenagakerjaan,Positive
17 Negara Minati Investasi di IKN,Positive
"AHY: 7 Arah Kebijakan di Rakernas, Soal Lahan IKN Harus Tuntas",Neutral
China Tawarkan Manfaat Sekaligus Hadirkan Tantangan Kawasan,Positive
Agung Sedayu dan Wings Group Tetap Garap Proyek di IKN,Neutral
"Menteri PUPR: Pembangunan Konstruksi IKN Tahap 1 Capai 29,45%",Neutral
Kapan ASN Pindah ke Ibu Kota Negara Nusantara? Catat Jadwal Perpindahan PNS Selengkapnya!,Neutral
Aliansi Borneo Bersatu: Edy Mulyadi Harus Menebus Kesalahan kepada Para Leluhur Kami,Negative
KPK Temukan Indikasi Klaim Lahan di IKN Nusantara,Negative
"Diketuai Piatur Pangaribuan, Pengurus DPC PIKI Balikpapan 2021-2026 Resmi Dilantik",Positive
"Temani Jokowi Kemah di IKN, Erick Thohir Bincang Malam Bahas Masa Depan Indonesia",Neutral
"Ciptakan Pengembang Berkompeten di Kalimantan Timur, Bangun Rumah Layak Huni dan Tidak Merugikan User",Positive
"Terbaru! Jakarta Sengaja Dibuat Banjir Agar Masyarakat Dukung Ikn, Benarkah?",Negative
"Sidang Kasus 'Jin Buang Anak', Edy Mulyadi Prihatin dengan Saksi dari JPU",Negative
Bppt Sebut Calon Ibu Kota Negara Rentan Dilanda &#39;smong&#39;,Negative
Luhut Ungkap Fakta di Balik SoftBank Mundur dari IKN Nusantara,Negative
Smart City IKN Akan Jadi Kota Pertama di Dunia Berkonsep Forest City,Positive
Krakatau International Port di Cilegon Jadi Gerbang Perdagangan Internasional,Neutral
Duel Elektoral: Ganjar-Mahfud vs. Prabowo-Gibran Rakabuming Raka dalam Kandang Banteng,Neutral
Sulawesi Selatan Provinsi Pertama Sosialisasikan Penatausahaan Keuangan Daerah Via SIPD-RI Kemendagri,Positive
"Panglima Rotasi, Mutasi dan Promosi 176 Perwira Tinggi TNI, Ini Daftar Lengkapnya",Negative
Sri Mulyani: Pendanaan Covid-19 Bisa Bangun 2 IKN,Neutral
Ridwan Kamil Luruskan Pemindahan Ibukota Jawa Barat ke 3 Lokasi.,Neutral
Presiden Jokowi Undang Investor Australia Berinvestasi di Sektor Prioritas Indonesia,Neutral
PDIP soal Ahok-Risma Jadi Calon Kepala IKN: Keputusan di Tangan Jokowi,Neutral
Analis Menilai Aksi Right Issue Bakal Makin Marak di Tengak Ketidakpastian Ekonomi Global,Negative
Rektor UNM Harap Kader HMI Berperan dan Berkontribusi Bagi Pertumbuhan Ibukota Negara Baru,Positive
"[BREAKING NEWS] Mengejutkan! Status DKI Jakarta sebagai Ibu Kota Negara Habis, DPR: Sejak 15 Februari",Negative
"Geram, Moeldoko Sebut Rocky Gerung Robot, Punya Otak, tetapi",Negative
"Bambang Susantono Jadi Kepala Otorita IKN, Hartanya Dilaporkan Capai Rp3,9 Miliar",Negative
"Pemerintah Resmi Buka 2,3 Juta Lowongan CPNS 2024, Berikut Daftar Formasinya",Neutral
Kunci Berhasil Pemindahan Ibu Kota Negara Menurut Rizal Ramli,Positive
Aliansi Mahasiswa Tabalong Beserta Masyarakat Gekar Aksi Demo di Depan Gedung DPRD,Negative
"Strategi Patah Bambu Hasto, Survei Anjlok Kini Sebut Ada Jokowi Di Belakang Ganjar",Negative
Jokowi Sindir Pihak yang Kritik Jalan Tol Tak Bisa Dimakan: Ya Memang!,Negative
Jokowi Harus Tunggu 'IMB' Ibukota Baru Dari DPR Dan Fokus Dulu Perang Lawan Covid-19,Negative
"PKS Kota Surabaya Menolak Keras Kenaikan BBM , Gaungkan 6 Sikap",Negative
"Modus Pencatutan Data Pribadi untuk Pinjol, OJK Ajak Waspada",Neutral
Hasanuddin: Pernyataan Edy Mulyadi Bukan Produk Jurnalistik,Neutral
Jokowi dan Chairman Exxon Bahas Investasi Energi 15 Miliar Dolar AS,Neutral
"Proyek Superblok Pakuwon di IKN Resmi Dibangun, Nilai Investasinya Rp 5 Triliun",Positive
"OIKN: Tujuh perusahaan swasta Indonesia siap ""groundbreaking"" di IKN",Positive
DPD RI Klaim Pembangunan Ibu Kota Negara Tak Rusak Alam Kalimantan Timur,Positive
"Andre Rosiade: Setelah Rocky Gerung Minta Maaf, Masih Jadi Bola Panas | Livi On Point",Negative
"Videonya Bocor di Medsos, Inilah Lokasi Kemah Presiden Jokowi di Titik Nol IKN",Negative
China Tawarkan Proyek Infrastruktur Di Indonesia Di Tengah Pandemi,Neutral
"Diam&ndash;diam Lanjutkan Proyek Pemindahan Ibukota, Ubedilah Badrun&#58; Jokowi Mulai Kehilangan Nuraninya",Negative
Merdekanews.co,Neutral
Bandara IKN Ditarget Beroperasi Penuh Desember 2024,Neutral
Roy Suryo Tega Banget! Ngungkit Mobil Esemka saat Jokowi Ngumpulin Tanah Bikin Ritual di IKN,Negative
"Tak Hanya Indonesia, Ini 10 Negara Yang Memindahkan Ibu Kotanya",Neutral
Pentingnya sistem pertahanan cerdas pada konsep kota pintar IKN,Positive
"Blak-blakan, Presiden Jokowi Sebut Perekonomian 60 Negara Bakal Ambruk",Negative
"Presiden Jokowi Sebut Hasil Audit 22 Stadion Sepak Bola, 5 Rusak Berat",Negative
"Ibu Kota Sumatera Barat Diusulkan Pindah ke Payakumbuh, Politisi PAN Ungkap Alasannya",Neutral
"Menanggapi sambutan KLB PSSI, Askab Wonogiri Manut Asprov Jawa Tengah | Klb",Positive
DKI Gelar Webinar Ekonomi dan Investasi untuk Kemajuan Berkelanjutan,Positive
Pemanfaatan Sedimentasi Pasir Laut Tergantung Keputusan Tim Kajian,Neutral
"[FULL] NCW: Jokowi Tambah Utang di 2024, Takut Proyek IKN Tak Dapat Investor & Mandek Total",Negative
Kendaraan Autonomous Di Ikn Baru,Neutral
Menteri PUPR Basuki Lepas Peserta Nusantara Sail 2023 Berlayar dari Jakarta Menuju IKN Nusantara,Neutral
Gobel: Cari Cara agar Pemuda Tertarik Bertani,Positive
Provinsi Sulawesi Barat bersiap sebagai daerah penyangga pangan IKN,Neutral
"Canggih! IKN akan Dibangun Jembatan Bawah Laut Hubungkan Balikpapan dan IKN, Teknologi yang Digunakan Bakal Menarik Perhatian Dunia - Harian Haluan",Positive
"Gaya Sederhana Iriana Jokowi Makan Malam di IKN, Pakai Baju Training Pink dan Sendal Jepit",Positive
"Gibran Kampanye ke Kalimantan Akhir Pekan Besok, ke IKN?",Neutral
"Softbank Mundur dari Proyek IKN, Legislator PKS Usul Pemanggilan Kepala Badan Otorita",Negative
Menpan RB Teken 1.600 Peta Jabatan Di IKN,Positive
"Sri Mulyani Bicara IKN di Forum ASEAN, Ungkap Peran APBN dalam Menarik Investasi Swasta",Positive
Komisi II DPRD Kalimantan Selatan Dukung Pengembangan Pangan di Tabalong,Positive
"Biaya Logistik Masih Mahal, Investor Enggan Lirik IKN",Negative
Pernyataan Edy Mulyadi Menyulut Emosi Ormas di Kalimantan Tengah,Negative
"Biden Sebut Jakarta Terancam Tenggelam, RI Pindah Ibu Kota",Negative
Ma'ruf Amin: Pemberantasan korupsi diarahkan pada perubahan perilaku,Negative
"Drawing Turnamen Pramusim 2022: Bali United di Grup Neraka, Ini Lawannya",Negative
SETARA Institute: Penundaan Pemilu 2024 Bentuk Pembangkangan Konstitusi,Negative
Muhammad Arimin: HMI Harus Siapkan Kader Terbaik Menyongsong Pemindahan Ibu Kota Negara,Positive
Masa Aksi Demo Mahasiswa Mulai Padati Kawasan Patung Kuda,Negative
"Pemotor Nekat Lintasi Jalan Km 171 Satui Barat, Motor Terjebak Lumpur Terpaksa Didorong",Negative
"Kalimantan Timur Jadi Ibu Kota Negara, BNN Akan Bentuk 4 BNNK Baru",Neutral
Gubernur Kalimantan Timur Sebut Ada Tokoh Bangsa yang Tolak IKN Jadi Pendek Umur,Negative
Kumpulan Soal PAS IPS Kelas 12 SMA Semester Ganjil Kurikulum Merdeka Lengkap dengan Kunci Jawaban,Positive
"Pengunjung IKN Tinggi Potensi Ekraf Belum Maksimal, Balikpapan Diuntungkan",Positive
"Ahok, Kepala Otorita IKN Nusantara Usulan PDIP",Neutral
Pembangunan Infrastruktur Gas Bumi PGN Perkuat Utilisasi Gas Domestik,Positive
Hunian untuk TNI-Polri dan ASN di IKN Segera Dibangun,Neutral
"Warga DKI Tak Lagi Tinggal Di Jakarta, Dinonaktifkan NIK-Nya",Negative
Menhan Prabowo: Kita Harus Berani Pindahkan Ibu Kota Negara,Positive
Pratama Widya Bidik Proyek Ibu Kota Baru,Neutral
"Jokowi Undang 12 Mahasiswa Kelompok Cipayung ke Istana, Bicarakan Masalah Ini",Negative
"Ada Usulan Jakarta Jadi Ibu Kota Legislatif, Puan: Perlu Dilihat Dulu",Neutral
"Gerindra: Perjuangkan Jakarta jadi Pusat Keuangan, Bisnis & Ekonomi",Positive
Suami isteri hidap kanser tak mampu bayar sewa rumah,Negative
"Bukan Hanya Edy Mulyadi, Ternyata Azam Khan Juga Dipanggil Bareskrim",Neutral
"Giliran Anies Kena Senggol Ahok,Sindir Rumah DP 0 Persen,BTP: Semua Jual Kecap Nomor Satu Kan?",Negative
Bappenas: ekonomi Indonesia harus tumbuh 6 persen per tahun untuk capai visi 2045,Positive
Kolaborasi PLN dan Otorita IKN Siapkan Green National Capital City di IKN Nusantara,Positive
"Hadiri Pelantikkan BPW KKLR Kalimantan Timur, Wagub: Momentum Memperkuat Hubungan Tali Silaturrahmi",Positive
Ini Dia 13 Wilayah RI yang Bakal Rasakan Akses Pertama 5G | Apakah Wilayahmu Masuk?,Neutral
Presiden Minta Rumah Tangga Manfaatkan Pekarangan Tanam Cabai |Republika Online,Positive
Otorita pastikan pergantian presiden tak pengaruhi IKN di forum ASEAN,Neutral
"Gus Yahya Sebut Nama IKN Singkatan dari NU, Santri, Pemerintah, dan Rakyat",Neutral
Target Partai di Kalimantan Selatan Prabowo-Gibran Satu Putaran,Neutral
"Dukung Pembangunan Berkelanjutan, EIB Danai MRT Hingga IKN",Positive
"Jokowi Angkat Ahok Pimpinan Ibu Kota Baru, Fadli Zon&#58; Ekonomi Kacau",Negative
"Harga Kopi Gayo Anjlok, Sukurdi: Pemerintah Harus Intervensi",Negative
"KSP Bicara Soal Nasib Orang Utan Di Lokasi IKN: Pasti Dilindungi, Termasuk Kucing, Burung, Buaya Dan Satwa Lain",Neutral
Pembangunan IKN Nusantara Percepat Transformasi Ekonomi RI,Positive
"Presiden Jokowi: Minat Investasi di IKN Tinggi, Banyak Investor Antre",Neutral
"Ada Tambang Ilegal di Sekitar IKN, Kades Sering Didatangi Aparat Usai Melapor ke Presiden dan Menkopolhukam",Negative
Tabalong farmers develop true seed of shallot,Positive
Pj Bupati PPU Terima Kunjungan Kasad untuk Persiapan Upacara 17 Agustus Perdana di IKN,Neutral
Sia-sia Jika Pembangunan IKN Tidak Dilanjutkan,Neutral
Bea Cukai Perkuat Sinergi dengan Pelaku Usaha Lewat Program CVC,Positive
Tata Kelola IKN Ingin Dipastikan Bebas Korupsi,Positive
"Ratusan Warga Karangmalang Sragen Kompak Nonton Debat Cawapres, Warga Beri Tepuk Tangan Saat Gibran Serang Cak Imin Soal Pembangunan IKN",Negative
PRPDN BRIN Soroti Program Nasional IKN dan Keberimbangan Keuangan Daerah Kutai Kartanegara,Positive
Delegasi Kongres AS Apresiasi Pembangunan Kota Hutan IKN Nusantara,Positive
"Mitos dan Legenda dari Kalimantan Timur, Wilayah Tempat Pembangunan IKN Mulai dari Buaya Hingga Hantu Penyelam",Negative
"Bantah Masyarakat Kalimantan Timur Tolak IKN, Gubernur Isran Noor: Kami Dukung dan Taat",Positive
Jokowi: Tol Semarang-Demak Percepat Logistik dan Jadi Tanggul Laut,Positive
"Pesan Jokowi untuk Zulkifli-Hadi, Fokus Migor dan Sertifikat Rakyat",Positive
Busyro Muqoddas Kritik Cawe-cawe Jokowi di Pilpres 2024,Negative
"Dialog 50 Tokoh Banua, Kalimantan Selatan Mau 'Ditenggelamkan' Pusat",Neutral
Panjang Runway Bandara APT Pranoto akan Jadi 3000 Meter,Neutral
"Bule Jadi Pengawas Proyek IKN untuk Jaga Kualitas, Luhut Pandjaitan: Saya Sudah Lapor Pak Presiden",Negative
"BEM Malang Raya Turun Ke Jalan, Tolak Jabatan Presiden 3 Periode",Negative
Sukuk Negara Membangun Ibu Kota Negara Baru | Beritakota,Positive
Jokowi Groundbreaking Nusantara Superblock di IKN,Positive
Jokowi Undang Investor Australia Investasi di Sektor Prioritas,Positive
"Revisi UU IKN Dikebut demi Jaminan bagi Investor, Diharapkan Selesai Oktober 2023",Neutral
Memastikan Perekonomian Tanah Air Tumbuh Ekspansif,Positive
INDEF Peringatkan Oligarki Ekonomi di Tahun Politik,Negative
Sri Mulyani Wanti-Wanti Dampak Gejolak Global ke 3 Sektor Ini Tahun Depan,Negative
Wali Kota Balikpapan Lantik Muhaimin Sebagai Pj Sekda - IniBalikpapan.Com,Neutral
Menko Perekonomian Airlangga Bertemu dengan Sir Tony Blair,Neutral
"Maaf, Tidak Akan Ada Jaringan Internet Lelet di IKN Nusantara",Negative
"Dede Budhyarto Tanggapi Video Seruan Ganti Pancasila, Pelaku Disebut Berasal dari Ormas Terlarang HTI - Galamedia News",Negative
"Miris, DPR Kecewa Kelangkaan Gas Melon di Daerah Penghasil Gas",Negative
Jokowi Berkeluh Kesah Beratnya Subsidi Energi yang Tembus Rp502 Triliun - Rakyat62.id,Positive
"Jika Anies Menang Pilpres, Dewan Pakar Timnas AMIN Sebut IKN Bakal Dikaji Ulang",Neutral
'Kami Kompak Tidak Mau Dipindah' - Warga Pulau Rempang Menolak Klaim Menteri Investasi Bahlil bahwa Mereka 'Setuju untuk Digeser',Negative
"Belum Ada Gedung di IKN, Ekonom: Investor Belum Jelas, Semua Masih Menahan Diri",Negative
Pasareka 2023 tonjol keunikan kraf Malaysia,Positive
"Kritik Duo Bambang-Dhony Pilihan Jokowi Pimpin Otorita IKN, KPA: Catatan Buruk Keduanya Sangat Banyak!",Negative
Menteri PUPR Berharap Investor Masuk ke IKN pada Kuartal Kedua 2023,Neutral
"Jokowi Secara Terbuka Nyatakan akan Cawe-cawe di Pemilu 2024, Mardani Ingatkan TNI-Polri, Said Didu Sindir Tokoh Bangsa yang Diam",Negative
"Presiden Jokowi, Adakan Pertemuan Pengusaha Brunei, Paparkan Potensi Investasi IKN",Positive
"KARYA PRIORITAS INDONESIA memiliki dukungan pendanaan sebesar USD 2.000.000.000.000,00 (Dua Trilyun Dollar Amerika)",Positive
Misi Peradaban Baru IKN: Visi Prabowo-Gibran untuk Masa Depan Indonesia,Neutral
Sri Mulyani Bingung Gaji PNS Daerah Dibayar Pusat - Lensa Reportase,Negative
95.4 KPFM Balikpapan| Memainkan Lagu Terbaik di Balikpapan,Positive
"Bernilai Rp 2.044 T, Ini Proyek Prioritas Jokowi di 2024!",Positive
"Rencana Pembangunan Proyek Infrastruktur IKN di 2023, Apa Saja? - Bisnis Indonesia",Neutral
Keren! Bakal Ada Proyek Tol Bawah Laut di IKN Nusantara,Neutral
"Namanya Nusantara, Setara Provinsi, Pemimpinnya Ditunjuk Presiden",Positive
Menteri PUPR RI: Pembangunan IKN untuk Generasi Muda - TIMES Banyuwangi,Positive
"Diperpanjang 1 Bulan, Pansus Kepemudaan DPRD Kalimantan Timur Butuh Aspirasi Lebih Banyak",Neutral
Kemendikbudristek buka suara soal rincian Universitas Georgetown,Neutral
"Pagi-pagi, Jokowi Ajak Puan ke Luar Jakarta, Lokasinya Sangat Penting",Positive
"Pembangunan Bandara di Banua Anam, Pemprov Kalsel dan Pemkab HST Beda Sikap - apahabar.com",Negative
PLN Berhasil Jaring 14 Kerja Sama Global dalam Gelaran COP28,Positive
"Pilarmas: Hati-Hati Potensi Koreksi, Tapi Serok Cuan Bisa dari ELSA hingga AKRA",Neutral
"Konstruksi Tinggal Hitungan Hari Lagi, Pembangunan Bandara VVIP Bakal Dikebut 9 Bulan, Yakin Rampung? - Harian Haluan",Neutral
Wapres Minta Lemhannas Bentuk Tim Khusus Mengkaji Kebijakan di Papua,Neutral
Tahura Bukit Soeharto Incaran Pemodal Tambang Ilegal,Negative
Pelni Siap Angkut Pekerja dan Logistik IKN,Positive
"Untuk Tingkatkan SDM, DPRD Balikpapan Gandeng UNM - Gerbang Kalimantan Timur",Positive
"Mengenal Persemaian Mentawir, Tempat Pembibitan Pohon untuk Lahan Hijau IKN",Neutral
"Samarinda, Kota Penyangga IKN Nusantara Dikepung Banjir - Niaga.Asia",Negative
Kementerian PUPR tingkatkan penerapan teknologi BIM dalam proyek PSN,Neutral
OIKN SEBUT JAMINAN KEBERLANJUTAN IKN BERI KEPASTIAN KEPADA INVESTOR.,Neutral
"Forest City, Konsep Kota yang Diusung IKN Nusantara",Neutral
BPJT Lelang Jalan Tol Kediri - Tulungagung dan Bogor - Serpong pada Kuartal IV 2023,Neutral
"Garap Proyek IKN, Pengamat Sebut Waskita Karya (WSKT) Butuh Kepastian Sisi Pembiayaan",Negative
Pesan Polri Menjelang Demonstrasi BEM SI: Hormati Hak Masyarakat - Masap News Portal Berita Online Terpercaya,Negative
Three officials will be inaugurated by President Jokowi at the State Palace this afternoon,Neutral
Menteri Investasi: Presiden Instruksikan Percepat Komitmen Investasi,Positive
PLN Nusantara Power Siapkan Kapasitas Lebih Besar,Positive
"Rangkaian HUT IMBI ke-35 di Balikpapan, Ratusan Bikers Moge dari Seluruh Indonesia Gelar Gala Dinner",Neutral
Dankosek IKN Terima Tim Audit Kinerja Itkoopsudnas,Neutral
"Proyek Rusun Pekerja Konstruksi IKN Harus Rampung Cepat, Pengamat Sarankan Ini",Positive
Gubernur Kalimantan Timur yakinkan ke Senator Amerika IKN ramah lingkungan,Positive
"Ibu Kota Negara Pindah, Begini Nasib Bisnis Properti di Jakarta",Neutral
Hyundai Motor Group Signs MoU with Nusantara Capital City Authority to Establish Ecosystem for Advanced Air Mobility,Positive
"Siap Sukseskan pembangunan IKN, REI Klaim Tak Mempertimbangkan Profit",Negative
"Disahkan 11 Januari, Kalimantan Timur Resmi Membentuk Kabupaten Baru Seluas 15.315 Km, Jaraknya 315 Km dari Samarinda!",Neutral
"Dibiayai FIFA, Jokowi Bangun Training Center Timnas di IKN",Positive
Pembangunan Istana Negara di Ibu Kota Baru Tunggu Arahan Jokowi,Neutral
Wacana Ruu Omnibus Law Dan Pemindahan Ibu Kota Dianggap Perlu Ditunda,Negative
"Profesor Singapura Ini Ledek Jokowi yang Jalankan Ritual Adat Kendi di IKN: Janjinya Metaverse, Jadinya Metafisik!",Neutral
Ketum RPGM Maulidan Isbar: Prabowo - Gibran Jalan Estafet Kepemimpinan Terbaik,Positive
Hutama Karya optimistis dapat selesaikan segmen 3A Tol IKN tepat waktu,Negative
"Anggota DPR Singgung Proyek Kereta Cepat Jakarta-Bandung, Sejak Awal Sudah Bermasalah",Negative
"Proyeksi IKN Jadi Kota Bahagia, Finlandia Jadi Percontohan",Positive
"Ada Sinar Mas, Proyek IKN Disinyalir Jadi Ajang Bisnis Skala Besar",Negative
Pembangunan Asrama Brimob Polda Kalimantan Barat Diresmikan Kapolri,Positive
"Peluang investasi swasta di Ibu Kota Nusantara, mal hingga hotel",Positive
"Danseskoal : Kegiatan KKDN Pasis Dikreg Angkatan Ke-60 di Kalimantan Barat, Terkonsep Pemindahan IKN",Neutral
"4 Keuntungan PNS yang Pindah ke IKN, Pantas Banyak ASN Ajukan Mutasi ke Ibu Kota Nusantara!",Neutral
Refleksi Akhir Tahun KAMI Lintas Provinsi: Pemerintah Gagal Perangi Mafia,Positive
"Akhirnya Putri Anne Ngaku Bukan Istri Arya Saloka Lagi,Pernah Sindir Anak Muda Kegatelan,Siapa?",Neutral
Jakarta dinilai jadi pusat ekonomi seperti New York setelah IKN pindah,Positive
"Gubernur Sulawesi Selatan Minta Ada Pertemuan Reguler Bahas IKN, Presiden Jokowi Setujui",Positive
Menggugat Perppu No 2/2022: 'Proses Pemakzulan Presiden Jokowi Segera!',Negative
Presiden Jokowi Bakal Resmikan Tol Bengkulu-Lubuk Linggau Seksi I,Positive
Relawan Jokowi Seharusnya Sudah Membubarkan Diri,Negative
'Market Sounding' Pembangunan IKN Nusantara Mundur ke September 2022 -,Neutral
Maaf. Pembangunan Ibu Kota Baru Ditunda!,Negative
Anies Kritik Pembangunan IKN: Bangun Kota di Tengah Hutan Picu Ketimpangan Baru,Negative
"Targetkan Kontrak Baru Naik 11%, Begini Rekomendasi Saham PTPP dari Analis",Neutral
Kepala BIN: IKN Akan Dorong Pemerataan Ekonomi dan Pembangunan,Positive
